datetime,open,high,low,close,volume
2022-01-01T00:00:00.000000,103.66300555441235,104.56814312320276,102.81838683483063,103.83686113618573,785
2022-01-02T00:00:00.000000,102.253885271242,102.83285165810298,101.73729223510716,102.60980660292559,703
2022-01-03T00:00:00.000000,101.71734236608118,102.73224717635371,101.00613549274767,102.29429595953812,321
2022-01-04T00:00:00.000000,101.60363726717256,103.31085251079548,100.65397875352808,102.70663310787492,115
2022-01-05T00:00:00.000000,101.15889550634476,102.5471970473589,100.8025372613746,101.34369544865004,181
2022-01-06T00:00:00.000000,101.80821084660407,103.14446474632692,101.5430548227655,101.92006886153949,592
2022-01-07T00:00:00.000000,104.2898784963276,104.39811727008423,103.90107888138539,103.98627772611795,961
2022-01-08T00:00:00.000000,100.40245569493163,103.05201488492492,99.78954092925173,102.51583297323326,778
2022-01-09T00:00:00.000000,101.91466384017811,102.06749616189414,100.804480757891,101.82889440534223,797
2022-01-10T00:00:00.000000,104.4915432498723,105.0970653553327,104.0450062355073,104.61801152042067,151
2022-01-11T00:00:00.000000,107.03809947257372,108.5091217850745,104.25672813729489,105.80835658001847,806
2022-01-12T00:00:00.000000,109.47825079429788,109.9036446921176,109.34099122573053,109.39484067995201,889
2022-01-13T00:00:00.000000,104.89818288412553,106.03313153590393,103.97766051087316,104.26064570556214,994
2022-01-14T00:00:00.000000,104.23822633140347,105.2371815956337,104.08884315085828,104.60741399522804,227
2022-01-15T00:00:00.000000,99.81980018779636,101.12075737292089,99.15317313867716,100.78593982936856,107
2022-01-16T00:00:00.000000,96.8130777228414,96.95260062666499,96.35416555328153,96.93502432775534,999
2022-01-17T00:00:00.000000,95.60406254648098,96.15331464088176,95.4780971390029,95.50801686259676,941
2022-01-18T00:00:00.000000,93.65445037902725,94.47565674840294,93.00720709791054,93.55606693325072,376
2022-01-19T00:00:00.000000,96.30102568597073,97.76210965636344,94.97686099325003,96.14864709408509,717
2022-01-20T00:00:00.000000,93.04547314987704,93.31387359310177,92.58365003261538,93.29238068079002,128
